Sample_No,Recipe_Version,Rev_No,Wafer_ID,Tool_ID,Chamber_ID,Site_ID,Zone,Radius_frac,Angle_deg,Top_CD_nm,Mid_CD_nm,Bottom_CD_nm,Depth_A,Top_CD_Pass,Mid_CD_Pass,Bottom_CD_Pass,Depth_Pass,Defect_Count,Defect_Severity,Anomaly_Event
182,Rev10,10,W007,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,40.11,41.12,35.93,1818.7,True,True,True,False,1,3.2,esc_temp_drift
183,Rev10,10,W007,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,39.86,40.05,36.66,1793.3,True,True,True,False,0,0.0,
184,Rev10,10,W007,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,40.6,41.56,37.02,1774.4,False,True,True,False,0,0.0,
185,Rev10,10,W007,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,39.96,41.45,37.65,1731.7,True,True,True,True,1,3.43,
186,Rev10,10,W007,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,40.07,40.57,37.06,1699.5,True,True,True,True,0,0.0,
187,Rev10,10,W007,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,38.79,41.21,37.79,1753.0,True,True,True,True,0,0.0,
188,Rev10,10,W007,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,40.78,41.41,38.52,1703.3,False,True,True,True,0,0.0,
189,Rev10,10,W007,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,39.78,40.24,36.73,1757.2,True,True,True,True,1,1.9,
190,Rev10,10,W007,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,39.79,39.69,35.21,1829.1,True,True,True,False,0,0.0,
191,Rev10,10,W007,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,40.78,39.54,38.89,1757.9,False,True,True,True,2,7.17,
192,Rev10,10,W007,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,39.46,40.58,38.31,1801.3,True,True,True,False,0,0.0,
193,Rev10,10,W007,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,40.77,39.39,36.08,1814.5,False,True,True,False,0,0.0,
194,Rev10,10,W007,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,39.62,40.86,37.02,1791.6,True,True,True,False,1,2.45,esc_temp_drift
195,Rev10,10,W007,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,40.55,40.43,38.42,1705.8,False,True,True,True,0,0.0,
196,Rev10,10,W007,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,39.98,42.21,36.33,1721.8,True,False,True,True,1,4.9,
197,Rev10,10,W007,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,39.88,40.75,37.19,1778.6,True,True,True,False,1,4.32,
198,Rev10,10,W007,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,39.27,41.64,36.01,1759.8,True,True,True,True,0,0.0,
199,Rev10,10,W007,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,39.29,40.55,35.94,1795.9,True,True,True,False,1,5.05,pressure_spike
200,Rev10,10,W007,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,39.77,39.91,37.01,1749.1,True,True,True,True,0,0.0,
201,Rev10,10,W007,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,39.41,41.01,34.94,1797.1,True,True,True,False,0,0.0,
202,Rev10,10,W007,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,39.35,40.73,36.55,1848.4,True,True,True,False,2,8.7,polymer_residue
203,Rev10,10,W007,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,40.21,41.33,35.38,1747.5,True,True,True,True,3,14.46,
204,Rev4,4,W008,AE-3200,CH-A,C1,Center,0.0,0.0,39.63,40.25,37.1,1620.6,True,True,True,True,0,0.0,
205,Rev4,4,W008,AE-3200,CH-A,MID-01,Mid,0.52,30.0,40.27,39.6,37.14,1551.7,True,True,True,False,0,0.0,
206,Rev4,4,W008,AE-3200,CH-A,MID-02,Mid,0.52,90.0,39.98,41.52,34.71,1619.3,True,True,True,True,0,0.0,
207,Rev4,4,W008,AE-3200,CH-A,MID-03,Mid,0.52,150.0,40.15,41.1,36.96,1612.9,True,True,True,True,0,0.0,
208,Rev4,4,W008,AE-3200,CH-A,MID-04,Mid,0.52,210.0,38.99,40.38,35.37,1666.8,True,True,True,True,1,5.02,
209,Rev4,4,W008,AE-3200,CH-A,MID-05,Mid,0.52,270.0,39.84,40.8,36.02,1681.2,True,True,True,True,1,2.76,
210,Rev4,4,W008,AE-3200,CH-A,MID-06,Mid,0.52,330.0,40.58,39.04,37.4,1690.8,False,True,True,True,0,0.0,
211,Rev4,4,W008,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,40.86,42.05,38.72,1605.1,False,False,True,True,2,7.24,
212,Rev4,4,W008,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,40.4,41.22,39.38,1654.9,True,True,True,True,0,0.0,
213,Rev4,4,W008,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,41.33,40.76,38.72,1651.8,False,True,True,True,0,0.0,
214,Rev4,4,W008,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,42.56,41.0,39.78,1676.0,False,True,True,True,0,0.0,
215,Rev4,4,W008,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,40.17,40.74,37.99,1643.3,True,True,True,True,0,0.0,
216,Rev4,4,W008,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,41.36,41.58,37.33,1656.2,False,True,True,True,1,5.18,polymer_residue
217,Rev4,4,W008,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,41.87,40.63,36.32,1658.6,False,True,True,True,2,5.54,
218,Rev4,4,W008,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,41.08,41.72,39.43,1641.9,False,True,True,True,0,0.0,
219,Rev4,4,W008,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,42.49,40.81,37.68,1603.0,False,True,True,True,1,3.96,polymer_residue
220,Rev4,4,W008,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,40.93,40.77,37.1,1628.6,False,True,True,True,0,0.0,
221,Rev4,4,W008,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,39.63,41.15,37.79,1693.1,True,True,True,True,0,0.0,
222,Rev4,4,W008,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,42.35,43.0,37.93,1702.9,False,False,True,True,2,11.4,
223,Rev4,4,W008,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,40.73,41.05,35.94,1708.6,False,True,True,True,0,0.0,
224,Rev4,4,W008,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,42.24,41.12,37.61,1692.2,False,True,True,True,0,0.0,
225,Rev4,4,W008,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,41.14,42.09,35.93,1677.3,False,False,True,True,1,5.63,
226,Rev4,4,W008,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,41.44,41.89,37.35,1683.3,False,True,True,True,0,0.0,
227,Rev4,4,W008,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,41.84,40.44,38.0,1695.0,False,True,True,True,0,0.0,
228,Rev4,4,W008,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,41.72,41.34,40.1,1716.1,False,True,True,True,1,2.73,
229,Rev4,4,W008,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,41.76,42.65,40.11,1805.5,False,False,True,False,0,0.0,
230,Rev4,4,W008,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,41.84,42.85,39.44,1647.8,False,False,True,True,0,0.0,
231,Rev4,4,W008,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,41.62,41.09,38.4,1618.1,False,True,True,True,1,2.37,polymer_residue
232,Rev4,4,W008,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,41.22,40.46,37.32,1674.5,False,True,True,True,1,5.03,polymer_residue
233,Rev11,11,W009,PX-7500,CH-D,C1,Center,0.0,0.0,37.83,39.31,38.3,1679.1,True,True,True,True,0,0.0,
234,Rev11,11,W009,PX-7500,CH-D,MID-01,Mid,0.52,30.0,37.98,38.71,36.14,1632.2,True,True,True,True,0,0.0,
235,Rev11,11,W009,PX-7500,CH-D,MID-02,Mid,0.52,90.0,37.81,40.23,37.35,1672.4,True,True,True,True,0,0.0,
236,Rev11,11,W009,PX-7500,CH-D,MID-03,Mid,0.52,150.0,38.07,39.2,39.13,1736.0,True,True,True,True,0,0.0,
237,Rev11,11,W009,PX-7500,CH-D,MID-04,Mid,0.52,210.0,38.3,40.26,38.5,1741.4,True,True,True,True,0,0.0,
238,Rev11,11,W009,PX-7500,CH-D,MID-05,Mid,0.52,270.0,38.49,40.57,39.32,1644.5,True,True,True,True,0,0.0,
239,Rev11,11,W009,PX-7500,CH-D,MID-06,Mid,0.52,330.0,39.08,39.56,36.73,1688.5,True,True,True,True,0,0.0,
240,Rev11,11,W009,PX-7500,CH-D,EDG-01,Edge,0.84,0.0,39.65,39.68,38.34,1698.7,True,True,True,True,0,0.0,
241,Rev11,11,W009,PX-7500,CH-D,EDG-02,Edge,0.84,32.7,39.36,40.0,40.37,1720.5,True,True,True,True,0,0.0,
242,Rev11,11,W009,PX-7500,CH-D,EDG-03,Edge,0.84,65.5,40.16,39.99,37.95,1727.5,True,True,True,True,1,6.38,polymer_residue
243,Rev11,11,W009,PX-7500,CH-D,EDG-04,Edge,0.84,98.2,40.45,40.0,38.92,1747.8,False,True,True,True,0,0.0,
244,Rev11,11,W009,PX-7500,CH-D,EDG-05,Edge,0.84,130.9,39.69,39.91,37.91,1759.9,True,True,True,True,0,0.0,
245,Rev11,11,W009,PX-7500,CH-D,EDG-06,Edge,0.84,163.6,38.77,41.6,39.53,1730.9,True,True,True,True,1,3.05,
246,Rev11,11,W009,PX-7500,CH-D,EDG-07,Edge,0.84,196.4,39.88,39.68,39.84,1631.8,True,True,True,True,0,0.0,
247,Rev11,11,W009,PX-7500,CH-D,EDG-08,Edge,0.84,229.1,40.23,40.8,38.23,1702.4,True,True,True,True,1,2.63,
248,Rev11,11,W009,PX-7500,CH-D,EDG-09,Edge,0.84,261.8,39.9,39.73,37.46,1689.3,True,True,True,True,1,4.57,esc_temp_drift
249,Rev11,11,W009,PX-7500,CH-D,EDG-10,Edge,0.84,294.5,40.65,40.54,38.2,1727.1,False,True,True,True,1,2.19,pressure_spike
250,Rev11,11,W009,PX-7500,CH-D,EDG-11,Edge,0.84,327.3,40.05,39.79,40.91,1780.2,True,True,False,False,1,4.26,polymer_residue
251,Rev11,11,W009,PX-7500,CH-D,EXT-01,Extreme Edge,0.96,16.4,40.58,40.68,38.75,1748.7,False,True,True,True,1,5.96,polymer_residue
252,Rev11,11,W009,PX-7500,CH-D,EXT-02,Extreme Edge,0.96,49.1,40.47,40.9,40.33,1620.2,False,True,True,True,0,0.0,
253,Rev11,11,W009,PX-7500,CH-D,EXT-03,Extreme Edge,0.96,81.8,40.19,40.57,38.31,1719.0,True,True,True,True,0,0.0,
254,Rev11,11,W009,PX-7500,CH-D,EXT-04,Extreme Edge,0.96,114.5,40.4,41.01,38.32,1748.6,True,True,True,True,0,0.0,
255,Rev11,11,W009,PX-7500,CH-D,EXT-05,Extreme Edge,0.96,147.3,39.79,40.53,41.13,1719.9,True,True,False,True,0,0.0,
256,Rev11,11,W009,PX-7500,CH-D,EXT-06,Extreme Edge,0.96,180.0,40.51,39.66,40.11,1790.6,False,True,True,False,0,0.0,
257,Rev11,11,W009,PX-7500,CH-D,EXT-07,Extreme Edge,0.96,212.7,40.88,40.87,39.71,1739.0,False,True,True,True,0,0.0,
258,Rev11,11,W009,PX-7500,CH-D,EXT-08,Extreme Edge,0.96,245.5,40.95,40.34,38.07,1697.6,False,True,True,True,0,0.0,
259,Rev11,11,W009,PX-7500,CH-D,EXT-09,Extreme Edge,0.96,278.2,41.03,39.89,40.03,1691.8,False,True,True,True,0,0.0,
260,Rev11,11,W009,PX-7500,CH-D,EXT-10,Extreme Edge,0.96,310.9,40.79,39.07,40.29,1757.8,False,True,True,True,0,0.0,
261,Rev11,11,W009,PX-7500,CH-D,EXT-11,Extreme Edge,0.96,343.6,39.65,40.72,38.17,1685.1,True,True,True,True,2,5.61,
262,Rev10,10,W010,PX-7500,CH-C,C1,Center,0.0,0.0,37.07,39.14,34.45,1745.3,True,True,True,True,0,0.0,
263,Rev10,10,W010,PX-7500,CH-C,MID-01,Mid,0.52,30.0,37.4,40.17,33.33,1911.0,True,True,False,False,0,0.0,
264,Rev10,10,W010,PX-7500,CH-C,MID-02,Mid,0.52,90.0,37.4,38.75,35.65,1791.2,True,True,True,False,0,0.0,
265,Rev10,10,W010,PX-7500,CH-C,MID-03,Mid,0.52,150.0,37.93,38.14,36.25,1855.0,True,True,True,False,1,3.06,pressure_spike
266,Rev10,10,W010,PX-7500,CH-C,MID-04,Mid,0.52,210.0,36.56,39.27,35.12,1764.4,False,True,True,False,0,0.0,
267,Rev10,10,W010,PX-7500,CH-C,MID-05,Mid,0.52,270.0,37.33,38.24,36.79,1789.8,True,True,True,False,1,3.53,pressure_spike
268,Rev10,10,W010,PX-7500,CH-C,MID-06,Mid,0.52,330.0,38.06,39.41,34.81,1755.7,True,True,True,True,0,0.0,
269,Rev10,10,W010,PX-7500,CH-C,EDG-01,Edge,0.84,0.0,39.46,39.31,36.11,1892.8,True,True,True,False,2,12.49,
270,Rev10,10,W010,PX-7500,CH-C,EDG-02,Edge,0.84,32.7,38.46,40.04,35.14,1782.6,True,True,True,False,3,13.65,
271,Rev10,10,W010,PX-7500,CH-C,EDG-03,Edge,0.84,65.5,39.2,39.95,35.51,1799.0,True,True,True,False,1,4.29,polymer_residue
272,Rev10,10,W010,PX-7500,CH-C,EDG-04,Edge,0.84,98.2,38.5,39.48,37.57,1804.8,True,True,True,False,0,0.0,
273,Rev10,10,W010,PX-7500,CH-C,EDG-05,Edge,0.84,130.9,38.16,39.97,37.82,1856.7,True,True,True,False,1,2.66,polymer_residue
274,Rev10,10,W010,PX-7500,CH-C,EDG-06,Edge,0.84,163.6,38.62,38.22,37.73,1856.5,True,True,True,False,1,4.46,
275,Rev10,10,W010,PX-7500,CH-C,EDG-07,Edge,0.84,196.4,37.3,38.97,36.27,1851.5,True,True,True,False,1,2.92,
276,Rev10,10,W010,PX-7500,CH-C,EDG-08,Edge,0.84,229.1,38.51,40.33,36.7,1762.4,True,True,True,False,1,5.13,
277,Rev10,10,W010,PX-7500,CH-C,EDG-09,Edge,0.84,261.8,37.37,39.98,37.31,1768.3,True,True,True,False,0,0.0,
278,Rev10,10,W010,PX-7500,CH-C,EDG-10,Edge,0.84,294.5,38.85,40.36,35.64,1817.8,True,True,True,False,1,4.23,
279,Rev10,10,W010,PX-7500,CH-C,EDG-11,Edge,0.84,327.3,39.12,40.01,36.36,1822.4,True,True,True,False,1,1.93,polymer_residue
280,Rev10,10,W010,PX-7500,CH-C,EXT-01,Extreme Edge,0.96,16.4,38.48,39.47,37.94,1823.5,True,True,True,False,2,8.39,
281,Rev10,10,W010,PX-7500,CH-C,EXT-02,Extreme Edge,0.96,49.1,38.5,40.62,38.77,1844.7,True,True,True,False,0,0.0,
282,Rev10,10,W010,PX-7500,CH-C,EXT-03,Extreme Edge,0.96,81.8,38.89,40.68,37.99,1909.5,True,True,True,False,0,0.0,
283,Rev10,10,W010,PX-7500,CH-C,EXT-04,Extreme Edge,0.96,114.5,38.24,39.97,36.23,1844.5,True,True,True,False,0,0.0,
284,Rev10,10,W010,PX-7500,CH-C,EXT-05,Extreme Edge,0.96,147.3,39.28,40.95,38.36,1809.9,True,True,True,False,0,0.0,
285,Rev10,10,W010,PX-7500,CH-C,EXT-06,Extreme Edge,0.96,180.0,38.18,39.28,37.26,1846.1,True,True,True,False,1,3.01,
286,Rev10,10,W010,PX-7500,CH-C,EXT-07,Extreme Edge,0.96,212.7,38.08,39.69,38.31,1847.9,True,True,True,False,1,2.36,polymer_residue
287,Rev10,10,W010,PX-7500,CH-C,EXT-08,Extreme Edge,0.96,245.5,39.03,39.04,35.05,1837.4,True,True,True,False,1,4.25,
288,Rev10,10,W010,PX-7500,CH-C,EXT-09,Extreme Edge,0.96,278.2,38.14,40.71,35.97,1832.8,True,True,True,False,1,3.99,
289,Rev10,10,W010,PX-7500,CH-C,EXT-10,Extreme Edge,0.96,310.9,40.36,41.25,38.46,1850.0,True,True,True,False,1,5.14,pressure_spike
290,Rev10,10,W010,PX-7500,CH-C,EXT-11,Extreme Edge,0.96,343.6,39.42,40.65,37.26,1875.9,True,True,True,False,0,0.0,
291,Rev1,1,W011,AE-3200,CH-B,C1,Center,0.0,0.0,39.81,39.61,36.0,1619.8,True,True,True,True,0,0.0,
292,Rev1,1,W011,AE-3200,CH-B,MID-01,Mid,0.52,30.0,40.66,41.31,38.66,1593.1,False,True,True,True,1,2.64,esc_temp_drift
293,Rev1,1,W011,AE-3200,CH-B,MID-02,Mid,0.52,90.0,40.84,40.68,36.96,1563.5,False,True,True,False,0,0.0,
294,Rev1,1,W011,AE-3200,CH-B,MID-03,Mid,0.52,150.0,40.58,41.42,38.31,1645.6,False,True,True,True,1,5.65,
295,Rev1,1,W011,AE-3200,CH-B,MID-04,Mid,0.52,210.0,38.9,40.69,36.72,1611.1,True,True,True,True,0,0.0,
296,Rev1,1,W011,AE-3200,CH-B,MID-05,Mid,0.52,270.0,41.18,41.42,40.96,1656.5,False,True,False,True,0,0.0,
297,Rev1,1,W011,AE-3200,CH-B,MID-06,Mid,0.52,330.0,40.88,39.72,38.43,1648.7,False,True,True,True,0,0.0,
298,Rev1,1,W011,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,41.83,40.42,40.24,1645.2,False,True,True,True,0,0.0,
299,Rev1,1,W011,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,41.67,40.22,38.28,1592.5,False,True,True,True,0,0.0,
300,Rev1,1,W011,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,41.41,39.71,37.13,1597.1,False,True,True,True,1,6.08,arc_event
301,Rev1,1,W011,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,40.88,42.43,38.24,1788.7,False,False,True,False,3,13.18,
302,Rev1,1,W011,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,41.68,40.35,39.77,1580.5,False,True,True,True,0,0.0,
303,Rev1,1,W011,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,41.71,40.54,38.75,1691.1,False,True,True,True,2,12.3,polymer_residue
304,Rev1,1,W011,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,41.56,40.95,36.61,1694.0,False,True,True,True,0,0.0,
305,Rev1,1,W011,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,39.67,40.85,38.74,1712.2,True,True,True,True,0,0.0,
306,Rev1,1,W011,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,41.07,38.62,39.69,1615.8,False,True,True,True,2,4.28,pressure_spike
307,Rev1,1,W011,AE-3200,CH-B,EDG-10,Edge,0.84,294.5,40.11,40.87,38.33,1709.8,True,True,True,True,0,0.0,
308,Rev1,1,W011,AE-3200,CH-B,EDG-11,Edge,0.84,327.3,42.75,41.67,38.84,1726.4,False,True,True,True,0,0.0,
309,Rev1,1,W011,AE-3200,CH-B,EXT-01,Extreme Edge,0.96,16.4,41.14,42.03,40.98,1622.9,False,False,False,True,0,0.0,
310,Rev1,1,W011,AE-3200,CH-B,EXT-02,Extreme Edge,0.96,49.1,42.85,40.62,40.67,1707.0,False,True,False,True,4,11.48,pressure_spike
311,Rev1,1,W011,AE-3200,CH-B,EXT-03,Extreme Edge,0.96,81.8,41.55,41.45,38.28,1673.7,False,True,True,True,1,2.1,polymer_residue
312,Rev1,1,W011,AE-3200,CH-B,EXT-04,Extreme Edge,0.96,114.5,43.21,41.83,36.26,1627.5,False,True,True,True,0,0.0,
313,Rev1,1,W011,AE-3200,CH-B,EXT-05,Extreme Edge,0.96,147.3,40.9,40.9,37.08,1616.2,False,True,True,True,1,5.01,
314,Rev1,1,W011,AE-3200,CH-B,EXT-06,Extreme Edge,0.96,180.0,41.93,40.64,39.6,1576.2,False,True,True,False,0,0.0,
315,Rev1,1,W011,AE-3200,CH-B,EXT-07,Extreme Edge,0.96,212.7,41.59,42.06,38.73,1670.8,False,False,True,True,0,0.0,
316,Rev1,1,W011,AE-3200,CH-B,EXT-08,Extreme Edge,0.96,245.5,42.2,42.65,38.17,1672.0,False,False,True,True,1,3.4,
317,Rev1,1,W011,AE-3200,CH-B,EXT-09,Extreme Edge,0.96,278.2,42.61,40.11,40.26,1564.5,False,True,True,False,0,0.0,
318,Rev1,1,W011,AE-3200,CH-B,EXT-10,Extreme Edge,0.96,310.9,42.85,41.67,36.9,1699.7,False,True,True,True,1,6.32,
319,Rev1,1,W011,AE-3200,CH-B,EXT-11,Extreme Edge,0.96,343.6,42.51,41.81,40.56,1681.1,False,True,False,True,0,0.0,
320,Rev8,8,W012,AE-3200,CH-A,C1,Center,0.0,0.0,36.02,38.28,37.96,1792.1,False,True,True,False,1,3.85,
321,Rev8,8,W012,AE-3200,CH-A,MID-01,Mid,0.52,30.0,37.13,39.14,40.12,1819.5,True,True,True,False,0,0.0,
322,Rev8,8,W012,AE-3200,CH-A,MID-02,Mid,0.52,90.0,38.19,39.21,40.21,1747.0,True,True,True,True,0,0.0,
323,Rev8,8,W012,AE-3200,CH-A,MID-03,Mid,0.52,150.0,38.33,38.28,37.85,1756.2,True,True,True,True,0,0.0,
324,Rev8,8,W012,AE-3200,CH-A,MID-04,Mid,0.52,210.0,37.85,39.54,37.77,1761.1,True,True,True,False,0,0.0,
325,Rev8,8,W012,AE-3200,CH-A,MID-05,Mid,0.52,270.0,37.08,39.61,39.49,1760.4,True,True,True,False,1,5.12,
326,Rev8,8,W012,AE-3200,CH-A,MID-06,Mid,0.52,330.0,37.98,40.29,37.84,1748.6,True,True,True,True,0,0.0,
327,Rev8,8,W012,AE-3200,CH-A,EDG-01,Edge,0.84,0.0,38.03,41.0,36.69,1787.1,True,True,True,False,0,0.0,
328,Rev8,8,W012,AE-3200,CH-A,EDG-02,Edge,0.84,32.7,39.39,40.79,38.34,1715.2,True,True,True,True,0,0.0,
329,Rev8,8,W012,AE-3200,CH-A,EDG-03,Edge,0.84,65.5,39.07,40.27,38.69,1842.0,True,True,True,False,2,6.0,
330,Rev8,8,W012,AE-3200,CH-A,EDG-04,Edge,0.84,98.2,39.3,40.77,39.44,1781.6,True,True,True,False,0,0.0,
331,Rev8,8,W012,AE-3200,CH-A,EDG-05,Edge,0.84,130.9,38.33,40.13,38.48,1751.4,True,True,True,True,1,3.72,esc_temp_drift
332,Rev8,8,W012,AE-3200,CH-A,EDG-06,Edge,0.84,163.6,38.57,39.61,39.62,1740.0,True,True,True,True,0,0.0,
333,Rev8,8,W012,AE-3200,CH-A,EDG-07,Edge,0.84,196.4,39.1,40.72,35.6,1806.7,True,True,True,False,0,0.0,
334,Rev8,8,W012,AE-3200,CH-A,EDG-08,Edge,0.84,229.1,37.63,39.11,39.48,1765.0,True,True,True,False,1,6.12,esc_temp_drift
335,Rev8,8,W012,AE-3200,CH-A,EDG-09,Edge,0.84,261.8,38.84,39.73,37.74,1795.4,True,True,True,False,1,3.15,
336,Rev8,8,W012,AE-3200,CH-A,EDG-10,Edge,0.84,294.5,38.56,40.6,38.07,1742.6,True,True,True,True,0,0.0,
337,Rev8,8,W012,AE-3200,CH-A,EDG-11,Edge,0.84,327.3,39.19,41.61,36.55,1815.1,True,True,True,False,1,3.01,polymer_residue
338,Rev8,8,W012,AE-3200,CH-A,EXT-01,Extreme Edge,0.96,16.4,40.65,41.9,38.46,1793.0,False,True,True,False,1,4.73,
339,Rev8,8,W012,AE-3200,CH-A,EXT-02,Extreme Edge,0.96,49.1,39.46,40.7,37.22,1892.9,True,True,True,False,0,0.0,
340,Rev8,8,W012,AE-3200,CH-A,EXT-03,Extreme Edge,0.96,81.8,39.41,39.09,38.53,1773.8,True,True,True,False,0,0.0,
341,Rev8,8,W012,AE-3200,CH-A,EXT-04,Extreme Edge,0.96,114.5,38.87,39.75,40.24,1894.0,True,True,True,False,2,9.93,polymer_residue
342,Rev8,8,W012,AE-3200,CH-A,EXT-05,Extreme Edge,0.96,147.3,39.62,41.23,39.33,1777.8,True,True,True,False,0,0.0,
343,Rev8,8,W012,AE-3200,CH-A,EXT-06,Extreme Edge,0.96,180.0,39.68,40.85,38.82,1840.5,True,True,True,False,0,0.0,
344,Rev8,8,W012,AE-3200,CH-A,EXT-07,Extreme Edge,0.96,212.7,38.48,40.14,37.52,1819.1,True,True,True,False,0,0.0,
345,Rev8,8,W012,AE-3200,CH-A,EXT-08,Extreme Edge,0.96,245.5,39.07,39.23,39.35,1767.4,True,True,True,False,1,3.7,
346,Rev8,8,W012,AE-3200,CH-A,EXT-09,Extreme Edge,0.96,278.2,39.67,40.38,36.5,1890.6,True,True,True,False,1,2.32,polymer_residue
347,Rev8,8,W012,AE-3200,CH-A,EXT-10,Extreme Edge,0.96,310.9,38.96,40.46,39.79,1759.3,True,True,True,True,0,0.0,
348,Rev8,8,W012,AE-3200,CH-A,EXT-11,Extreme Edge,0.96,343.6,38.22,40.29,37.85,1757.5,True,True,True,True,0,0.0,
349,Rev5,5,W013,AE-3200,CH-B,C1,Center,0.0,0.0,38.89,40.12,35.63,1586.7,True,True,True,True,0,0.0,
350,Rev5,5,W013,AE-3200,CH-B,MID-01,Mid,0.52,30.0,39.12,39.81,37.09,1632.4,True,True,True,True,0,0.0,
351,Rev5,5,W013,AE-3200,CH-B,MID-02,Mid,0.52,90.0,39.06,40.2,39.12,1470.3,True,True,True,False,0,0.0,
352,Rev5,5,W013,AE-3200,CH-B,MID-03,Mid,0.52,150.0,39.5,39.28,35.9,1679.9,True,True,True,True,0,0.0,
353,Rev5,5,W013,AE-3200,CH-B,MID-04,Mid,0.52,210.0,38.66,39.92,38.47,1602.3,True,True,True,True,0,0.0,
354,Rev5,5,W013,AE-3200,CH-B,MID-05,Mid,0.52,270.0,38.28,38.36,38.02,1576.0,True,True,True,False,0,0.0,
355,Rev5,5,W013,AE-3200,CH-B,MID-06,Mid,0.52,330.0,39.33,39.31,37.81,1586.8,True,True,True,True,1,5.92,endpoint_late
356,Rev5,5,W013,AE-3200,CH-B,EDG-01,Edge,0.84,0.0,39.64,40.56,37.64,1621.3,True,True,True,True,0,0.0,
357,Rev5,5,W013,AE-3200,CH-B,EDG-02,Edge,0.84,32.7,40.05,40.35,38.0,1677.2,True,True,True,True,1,5.89,
358,Rev5,5,W013,AE-3200,CH-B,EDG-03,Edge,0.84,65.5,39.18,40.17,36.76,1623.6,True,True,True,True,1,2.93,
359,Rev5,5,W013,AE-3200,CH-B,EDG-04,Edge,0.84,98.2,38.91,40.72,37.01,1606.6,True,True,True,True,1,5.23,polymer_residue
360,Rev5,5,W013,AE-3200,CH-B,EDG-05,Edge,0.84,130.9,39.31,40.57,38.3,1604.7,True,True,True,True,0,0.0,
361,Rev5,5,W013,AE-3200,CH-B,EDG-06,Edge,0.84,163.6,39.89,40.32,35.79,1719.3,True,True,True,True,0,0.0,
362,Rev5,5,W013,AE-3200,CH-B,EDG-07,Edge,0.84,196.4,40.34,40.03,37.54,1643.5,True,True,True,True,0,0.0,
363,Rev5,5,W013,AE-3200,CH-B,EDG-08,Edge,0.84,229.1,38.98,40.13,36.85,1646.9,True,True,True,True,1,4.31,endpoint_late
364,Rev5,5,W013,AE-3200,CH-B,EDG-09,Edge,0.84,261.8,39.79,40.95,35.63,1639.4,True,True,True,True,1,6.0,
