Wafer_ID,Lot_ID,Slot,fin_width_nm,fin_height_nm,gate_length_nm,gate_ox_thk_nm,hk_thk_nm,sd_epi_thk_nm,contact_cd_nm,m1_width_nm,m1_space_nm,via_cd_nm,vt_n_V,vt_p_V,idsat_uA_um,ss_mV_dec,fin_width_nm__in_spec,fin_height_nm__in_spec,gate_length_nm__in_spec,gate_ox_thk_nm__in_spec,hk_thk_nm__in_spec,sd_epi_thk_nm__in_spec,contact_cd_nm__in_spec,m1_width_nm__in_spec,m1_space_nm__in_spec,via_cd_nm__in_spec,vt_n_V__in_spec,vt_p_V__in_spec,idsat_uA_um__in_spec,ss_mV_dec__in_spec,fail_count,overall_pass,fail_mode
RL005W12,RL005,12,6.05435,54.99872,16.44137,1.13193,1.59834,12.82276,15.75642,19.5377,19.64002,18.31055,0.27823,-0.25624,866.0651,69.01898,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL005W13,RL005,13,6.28328,57.57425,16.54555,1.17196,1.76987,12.59009,16.42365,17.90985,17.61956,17.88628,0.28661,-0.2953,867.93009,67.80278,True,True,True,False,True,True,True,True,True,True,False,False,True,True,1,False,Wear-out
RL005W14,RL005,14,6.1236,56.41157,16.10068,1.11024,1.74287,11.95368,14.96472,18.65205,18.3401,17.78396,0.25074,-0.25701,886.48496,68.71109,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL005W15,RL005,15,5.61824,56.22449,16.56742,1.02833,1.69794,13.068,16.19915,18.91289,18.2614,16.89816,0.26892,-0.26877,899.50439,68.67696,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL005W16,RL005,16,5.69154,56.97405,16.97562,1.10359,1.73653,13.23412,16.08965,19.11821,18.39027,18.02162,0.29072,-0.2697,853.69582,69.84114,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL005W17,RL005,17,6.15101,56.53421,17.07844,1.1412,1.767,11.99258,16.63602,18.87102,19.54001,18.65464,0.26388,-0.28069,858.04166,68.66188,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Contact Open
RL005W18,RL005,18,6.16767,55.69887,16.47815,1.20252,1.68115,12.33846,16.40877,19.98981,19.12379,17.35327,0.257,-0.27642,875.47346,69.77274,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,True,None
RL005W19,RL005,19,5.96561,52.61046,15.97233,1.1745,1.74651,12.58404,15.67884,18.13947,18.06217,18.11723,0.25537,-0.26035,906.46693,69.74139,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,True,None
RL005W20,RL005,20,5.93591,55.56344,15.95211,1.09351,1.73117,11.70977,16.93089,19.27493,18.61763,18.49113,0.27585,-0.2652,876.46233,67.1383,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL005W21,RL005,21,5.86714,53.93914,16.18395,1.09577,1.65122,11.61768,16.10994,18.77537,18.70434,17.70128,0.27705,-0.27747,926.54756,66.28242,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL005W22,RL005,22,5.8328,55.22563,16.40412,1.05533,1.70095,11.65605,15.24775,19.42036,17.76734,17.72343,0.28082,-0.26989,857.60743,69.50357,True,True,True,True,True,True,True,True,True,True,False,True,True,True,0,True,None
RL005W23,RL005,23,5.60311,53.20961,16.18304,1.04117,1.72682,11.84445,16.36683,19.33556,18.7644,18.07233,0.26102,-0.26666,875.18223,70.08691,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL005W24,RL005,24,6.35815,57.19422,16.6768,1.14163,1.76758,11.55543,16.57103,18.72822,18.50899,17.82297,0.29294,-0.29824,814.30737,72.32146,True,True,True,True,True,True,True,True,True,True,False,False,False,False,2,False,Fin Collapse
RL005W25,RL005,25,6.47538,54.36761,16.40364,1.14267,1.91654,12.1153,16.12727,18.187,18.88925,18.23707,0.27787,-0.27084,870.48743,69.02002,False,True,True,True,False,True,True,True,True,True,False,True,True,True,0,True,None
RL006W01,RL006,1,6.02058,54.18731,17.26288,1.0664,1.68482,12.06944,15.51084,18.1862,17.96445,18.15347,0.24648,-0.27544,880.14997,72.04574,True,True,True,True,True,True,True,True,True,True,True,True,True,False,0,True,None
RL006W02,RL006,2,6.02193,53.05529,16.40989,1.14906,1.56115,12.90751,15.52597,18.89965,18.84234,17.66592,0.26345,-0.26345,864.68873,67.23873,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL006W03,RL006,3,5.47695,53.74172,16.09733,0.94309,1.6823,12.74551,15.7019,18.5395,17.94767,16.5931,0.25479,-0.23343,916.59113,66.33655,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL006W04,RL006,4,5.58696,53.52773,16.32898,1.05577,1.68574,12.97315,15.71123,18.34764,17.30511,18.15021,0.26382,-0.25656,944.59473,70.82894,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W05,RL006,5,5.14341,54.62055,15.89086,1.01793,1.66397,13.10962,15.15539,19.6157,19.14503,17.28323,0.23893,-0.25442,932.16004,66.94612,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W06,RL006,6,5.51884,55.32852,16.57476,1.03033,1.74781,13.3541,15.36972,18.09829,18.82672,18.06033,0.25358,-0.27608,883.18944,67.1845,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W07,RL006,7,5.86868,54.65158,16.6054,1.03158,1.61694,13.18256,16.10069,18.21738,18.03141,17.63117,0.24878,-0.26305,909.48231,67.60194,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W08,RL006,8,5.45315,56.5566,16.47421,0.99384,1.59735,12.79788,16.4957,18.78362,18.12803,17.6402,0.2639,-0.26283,876.64217,67.92984,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W09,RL006,9,5.57552,52.06133,16.02071,1.0107,1.67485,12.54264,15.29052,18.96633,19.06859,17.21588,0.22982,-0.26796,922.8825,69.77854,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W10,RL006,10,5.92991,53.68098,15.91727,1.05179,1.66487,12.81991,16.32324,18.24476,17.74618,17.94293,0.24109,-0.25661,945.35322,65.62918,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W11,RL006,11,5.32747,53.02454,16.03259,1.02693,1.60777,12.81743,15.32419,18.36991,17.69133,18.27394,0.25893,-0.25144,936.09048,68.37368,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W12,RL006,12,5.68777,54.76108,16.20947,1.08,1.79183,12.71323,16.31497,17.75367,19.42235,18.19833,0.26389,-0.25633,910.53557,69.56413,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W13,RL006,13,5.56993,54.17916,15.94267,0.98866,1.62747,13.17197,16.74403,18.13832,18.04362,17.26989,0.23949,-0.25912,918.67608,65.53453,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W14,RL006,14,5.42072,53.46547,16.45497,1.02125,1.6392,13.54492,15.12169,18.77352,18.8389,17.10169,0.22849,-0.28108,882.94539,65.04976,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W15,RL006,15,5.53181,55.14826,15.46076,1.04972,1.60749,12.483,15.50764,18.20404,18.83127,16.64104,0.24565,-0.23239,944.2497,67.36797,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W16,RL006,16,5.90478,53.85523,15.81594,1.03361,1.67595,12.42711,15.05334,17.85794,17.87939,17.12789,0.23792,-0.23708,882.84845,66.76738,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W17,RL006,17,5.68123,53.48533,15.72815,0.98189,1.79424,13.34587,15.97032,18.48569,18.76856,17.39938,0.24145,-0.2556,877.26472,67.00036,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W18,RL006,18,5.51127,55.07706,15.98997,1.0868,1.60737,13.45759,15.23931,18.91617,18.02378,17.8586,0.24172,-0.24791,936.15356,67.17495,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W19,RL006,19,5.43619,52.37428,16.16817,1.02343,1.6969,13.31439,16.14718,19.05944,17.436,17.8868,0.25246,-0.24978,904.84456,66.59824,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W20,RL006,20,5.43881,53.07402,15.59006,0.95531,1.74497,13.31359,15.21888,16.80542,18.75357,17.81307,0.23701,-0.2527,905.24864,65.27442,True,True,True,True,True,True,True,False,True,True,True,True,True,True,0,True,None
RL006W21,RL006,21,5.81019,53.15121,16.3846,1.09083,1.73503,12.30966,15.83852,18.03503,17.99718,17.74598,0.25314,-0.25606,932.60524,67.08945,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W22,RL006,22,5.84384,51.144,16.58276,1.03133,1.62451,14.35622,16.09765,18.21877,18.183,18.17517,0.24166,-0.24096,902.37936,66.9913,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W23,RL006,23,5.22679,54.34398,16.33545,0.97838,1.73426,13.68571,15.75737,19.08781,18.86212,17.36834,0.2479,-0.26388,908.13469,68.32301,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W24,RL006,24,6.02648,55.13512,16.0468,1.11426,1.66917,11.56351,15.63509,18.58727,17.91324,18.58208,0.27275,-0.26006,942.01514,65.6667,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL006W25,RL006,25,5.61391,53.0182,15.92716,1.00683,1.79707,13.09964,14.73199,18.62544,18.54487,17.49245,0.24526,-0.26229,914.23685,69.60126,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL007W01,RL007,1,5.97128,55.60872,16.20047,1.15894,1.64363,12.69221,16.02289,17.08445,18.10713,17.6883,0.26419,-0.28165,862.15539,70.53712,True,True,True,False,True,True,True,True,True,True,True,True,True,True,8,False,Wear-out
RL007W02,RL007,2,6.27282,53.97228,16.25052,1.08541,1.71126,12.6217,15.94902,18.82728,18.45423,18.09679,0.2663,-0.26271,920.34761,68.64184,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL007W03,RL007,3,5.61987,55.18464,16.37898,1.12993,1.66338,11.96572,15.35436,18.34267,18.23276,17.33133,0.26216,-0.24133,897.38384,67.58648,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Oxide BD
RL007W04,RL007,4,5.66352,56.20693,15.88288,1.15432,1.69213,12.44459,15.57115,17.50585,17.73494,17.31157,0.25088,-0.25839,858.05622,67.22628,True,True,True,False,True,True,True,True,True,True,True,True,True,True,7,False,Vt Shift
RL007W05,RL007,5,5.75731,56.5632,15.72834,1.11237,1.70855,11.99075,15.38105,18.0074,18.56744,16.47231,0.25358,-0.25394,928.07865,67.52778,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7,False,Junction Leak
RL007W06,RL007,6,5.35899,54.44214,15.91886,1.1286,1.72687,13.20323,15.9767,19.04522,18.69654,17.74884,0.25475,-0.24521,921.56095,69.54681,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Vt Shift
RL007W07,RL007,7,6.18482,54.83045,15.89304,1.08903,1.81873,12.32341,16.75362,18.13659,18.45531,16.92679,0.25589,-0.2551,941.25047,71.00021,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8,False,Junction Leak
RL007W08,RL007,8,5.15236,54.72386,16.3821,1.11593,1.63369,13.24576,15.27286,18.15446,18.29793,17.06032,0.24588,-0.27366,907.17285,69.19575,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Vt Shift
RL007W09,RL007,9,5.93659,52.80429,16.17587,1.05786,1.68296,12.25359,15.67557,19.27572,18.39933,17.32824,0.25955,-0.25668,904.99203,64.56979,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Wear-out
RL007W10,RL007,10,5.90672,54.56488,16.02117,1.07679,1.83093,13.78441,15.46834,17.10546,18.07571,17.62438,0.27173,-0.26796,906.05253,67.20206,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Vt Shift
RL007W11,RL007,11,6.23791,56.43172,16.956,1.05407,1.68767,13.25714,15.82255,19.07156,18.74093,17.64965,0.26578,-0.2659,858.33023,69.39296,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Fin Collapse
RL007W12,RL007,12,5.85108,53.92002,16.1464,1.13558,1.83427,12.30332,15.58378,18.15539,18.9841,18.36311,0.24735,-0.27893,902.13475,64.45296,True,True,True,True,True,True,True,True,True,True,True,True,True,True,7,False,Junction Leak
RL007W13,RL007,13,5.64823,52.09536,16.56373,1.10637,1.60639,12.53209,16.08131,17.90639,18.37863,17.79676,0.26136,-0.25931,897.76334,68.2768,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8,False,Wear-out
RL007W14,RL007,14,5.88999,52.71774,16.73284,1.1715,1.77395,12.43729,15.71634,18.79217,18.38304,17.51328,0.25388,-0.25896,902.88749,66.73122,True,True,True,False,True,True,True,True,True,True,True,True,True,True,7,False,Junction Leak
RL007W15,RL007,15,5.60417,53.86694,16.46406,1.13729,1.66168,12.82572,15.26287,19.05074,18.05885,16.26479,0.25764,-0.25751,898.87847,67.61616,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Contact Open
RL007W16,RL007,16,5.55032,52.30336,16.30915,1.13034,1.70418,12.98418,15.7499,18.31534,18.61677,17.74007,0.23857,-0.26652,943.39507,67.32673,True,True,True,True,True,True,True,True,True,True,True,True,True,True,4,False,Contact Open
RL007W17,RL007,17,5.99565,54.12245,16.00063,1.16114,1.73774,13.02214,15.81761,17.67764,17.55023,17.60304,0.27126,-0.27382,903.69077,69.06527,True,True,True,False,True,True,True,True,True,True,True,True,True,True,5,False,Metal Migration
RL007W18,RL007,18,5.65635,54.35877,15.8279,1.08118,1.7165,13.67584,15.94238,18.73727,18.45766,17.13372,0.2571,-0.25481,879.9661,69.62719,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8,False,Oxide BD
RL007W19,RL007,19,5.54561,54.26753,15.95267,1.1626,1.71943,12.2278,16.37578,18.89676,18.05248,17.63576,0.26218,-0.26871,879.11072,67.23612,True,True,True,False,True,True,True,True,True,True,True,True,True,True,3,False,Vt Shift
RL007W20,RL007,20,5.91927,56.19616,16.60198,1.11293,1.69282,13.71052,15.58787,18.43576,18.75862,17.99825,0.25638,-0.26328,898.81226,68.66033,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Fin Collapse
RL007W21,RL007,21,5.54499,54.47174,16.56234,1.08487,1.62566,12.12955,15.04567,18.45363,17.67233,17.92626,0.26162,-0.26097,876.20266,62.98506,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Oxide BD
RL007W22,RL007,22,6.28024,51.80935,16.49133,1.04505,1.67041,12.46919,15.95448,17.95627,19.00792,16.92589,0.24687,-0.26341,902.40841,70.00418,True,True,True,True,True,True,True,True,True,True,True,True,True,True,5,False,Vt Shift
RL007W23,RL007,23,6.05566,55.41674,15.90076,1.08768,1.6732,12.58808,15.69233,17.12698,17.94076,17.93588,0.2585,-0.255,906.4389,66.03381,True,True,True,True,True,True,True,True,True,True,True,True,True,True,6,False,Fin Collapse
RL007W24,RL007,24,5.86404,54.38353,16.14814,1.14376,1.70438,12.97994,15.85787,17.58121,18.06531,17.29632,0.27847,-0.26995,866.44539,67.36063,True,True,True,True,True,True,True,True,True,True,False,True,True,True,7,False,Wear-out
RL007W25,RL007,25,6.21866,53.28094,16.43481,1.11986,1.80972,12.72155,16.42215,18.99705,18.16845,16.80734,0.26879,-0.25677,858.17377,67.26203,True,True,True,True,True,True,True,True,True,True,True,True,True,True,8,False,Metal Migration
RL008W01,RL008,1,5.92399,53.04069,16.16875,1.14306,1.72369,12.48022,16.04305,19.5935,17.90555,18.15179,0.24175,-0.2843,898.63014,67.00616,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Contact Open
RL008W02,RL008,2,5.66118,53.72416,15.91149,1.15171,1.76393,11.99078,15.61811,19.68277,18.55209,17.94717,0.26577,-0.27167,859.23939,67.80019,True,True,True,False,True,True,True,True,True,True,True,True,True,True,2,False,Contact Open
RL008W03,RL008,3,5.61074,55.26276,16.70135,1.07769,1.68302,13.14804,15.85806,19.53392,18.89389,17.14974,0.26716,-0.25485,853.49601,71.33674,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W04,RL008,4,5.48329,54.01005,16.30886,1.11669,1.77777,12.9502,15.78861,19.21205,19.79861,18.38977,0.26603,-0.25235,902.93126,68.49959,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W05,RL008,5,5.94125,51.96784,16.33853,1.07459,1.65448,13.48487,14.8099,18.20456,18.63122,17.51337,0.24612,-0.25575,963.28192,65.7292,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W06,RL008,6,5.72749,55.8105,15.8409,1.12222,1.64508,13.17402,15.78974,19.03439,17.89371,17.46414,0.27431,-0.2539,885.89262,68.17108,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Oxide BD
RL008W07,RL008,7,5.68025,55.71481,16.51686,1.12816,1.65975,12.47048,15.34875,18.67618,19.39846,18.16976,0.26104,-0.25083,877.91171,66.43031,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Wear-out
RL008W08,RL008,8,5.68019,54.38348,16.26166,1.13994,1.6904,13.3336,15.14497,19.11436,17.82156,17.56196,0.251,-0.27155,892.36794,68.8497,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Contact Open
RL008W09,RL008,9,5.34723,55.66809,15.76378,1.06924,1.63934,13.20876,15.63189,18.55886,18.37306,17.23703,0.24896,-0.27817,885.74525,68.7071,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W10,RL008,10,5.78919,54.6267,16.06439,1.12333,1.67912,12.75509,15.79899,19.33885,19.88665,17.71718,0.24881,-0.27591,861.47908,69.2498,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W11,RL008,11,5.75164,55.31831,16.21219,1.0457,1.7292,12.66181,15.77127,18.46063,19.50611,17.08695,0.25071,-0.23922,907.15506,66.77888,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W12,RL008,12,5.70977,52.57861,16.41298,1.11452,1.72448,12.08489,16.37079,18.78555,18.37794,17.04501,0.25848,-0.26303,938.28294,70.59542,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Oxide BD
RL008W13,RL008,13,5.66486,54.56385,15.8473,1.03459,1.57258,12.8793,15.5848,19.53275,17.89071,17.40168,0.26657,-0.27389,891.6379,66.3657,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W14,RL008,14,5.60774,56.01172,16.57033,1.07138,1.76277,12.3956,15.70852,19.41812,18.6121,17.74338,0.27139,-0.25929,922.67692,68.38923,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Junction Leak
RL008W15,RL008,15,6.22687,53.41401,15.87779,1.09726,1.65072,12.75327,15.43601,18.7185,18.36973,17.57419,0.27131,-0.25805,911.1362,69.52273,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W16,RL008,16,6.0931,53.63937,16.73777,1.1591,1.65103,12.04498,15.24916,18.2375,18.15151,17.93988,0.26139,-0.26759,911.82325,70.14462,True,True,True,False,True,True,True,True,True,True,True,True,True,True,2,False,Fin Collapse
RL008W17,RL008,17,6.00515,55.12234,16.26925,1.10114,1.71583,12.46391,16.0812,18.15205,18.46769,17.68876,0.27009,-0.27169,886.19601,70.09188,True,True,True,True,True,True,True,True,True,True,True,True,True,True,2,False,Fin Collapse
RL008W18,RL008,18,5.80714,54.4887,16.28007,1.10943,1.74081,12.58125,15.64421,19.93491,18.49779,18.43181,0.27328,-0.26973,901.03409,66.59565,True,True,True,True,True,True,True,True,True,True,True,True,True,True,3,False,Contact Open
RL008W19,RL008,19,5.44813,52.63361,16.96024,1.08412,1.73438,12.83501,15.77762,18.99818,19.22895,18.24614,0.25387,-0.26635,896.76566,65.32867,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,False,Vt Shift
RL008W20,RL008,20,5.64441,51.6932,16.30548,1.05631,1.6971,12.662,15.49173,18.67975,18.34761,16.60759,0.24277,-0.258,906.4639,66.84771,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W21,RL008,21,5.88663,52.76248,15.86979,1.10461,1.67494,12.19769,15.63037,19.71484,18.85693,17.95174,0.26648,-0.2717,914.91667,66.09214,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,True,None
RL008W22,RL008,22,6.06981,55.16003,15.93712,1.10139,1.60321,12.29212,16.49518,18.70688,19.25632,17.62825,0.26666,-0.2697,885.09631,72.85441,True,True,True,True,True,True,True,True,True,True,True,True,True,False,2,False,Oxide BD
