Wafer_ID,Lot_ID,Slot,Fin Etch,Gate Oxide,HK/MG,S/D Epi,Contact,M1 BEOL,Via
RL040W01,RL040,1,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W02,RL040,2,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W03,RL040,3,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W04,RL040,4,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W05,RL040,5,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W06,RL040,6,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W07,RL040,7,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W08,RL040,8,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W09,RL040,9,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W10,RL040,10,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W11,RL040,11,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W12,RL040,12,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W13,RL040,13,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W14,RL040,14,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W15,RL040,15,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W16,RL040,16,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W17,RL040,17,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W18,RL040,18,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W19,RL040,19,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W20,RL040,20,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W21,RL040,21,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W22,RL040,22,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W23,RL040,23,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W24,RL040,24,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL040W25,RL040,25,ETCH-03,FURN-02,ALD-02,EPI-02,ETCH-05,PVD-02,ETCH-06
RL041W01,RL041,1,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W02,RL041,2,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W03,RL041,3,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W04,RL041,4,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W05,RL041,5,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W06,RL041,6,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W07,RL041,7,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W08,RL041,8,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W09,RL041,9,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W10,RL041,10,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W11,RL041,11,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W12,RL041,12,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W13,RL041,13,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W14,RL041,14,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W15,RL041,15,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W16,RL041,16,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W17,RL041,17,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W18,RL041,18,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W19,RL041,19,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W20,RL041,20,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W21,RL041,21,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W22,RL041,22,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W23,RL041,23,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W24,RL041,24,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL041W25,RL041,25,ETCH-03,FURN-01,ALD-01,EPI-02,ETCH-04,PVD-01,ETCH-06
RL042W01,RL042,1,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W02,RL042,2,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W03,RL042,3,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W04,RL042,4,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W05,RL042,5,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W06,RL042,6,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W07,RL042,7,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W08,RL042,8,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W09,RL042,9,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W10,RL042,10,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W11,RL042,11,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W12,RL042,12,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W13,RL042,13,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W14,RL042,14,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W15,RL042,15,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W16,RL042,16,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W17,RL042,17,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W18,RL042,18,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W19,RL042,19,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W20,RL042,20,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W21,RL042,21,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W22,RL042,22,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W23,RL042,23,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W24,RL042,24,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL042W25,RL042,25,ETCH-02,FURN-01,ALD-01,EPI-02,ETCH-05,PVD-01,ETCH-07
RL043W01,RL043,1,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W02,RL043,2,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W03,RL043,3,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W04,RL043,4,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W05,RL043,5,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W06,RL043,6,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W07,RL043,7,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W08,RL043,8,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W09,RL043,9,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W10,RL043,10,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W11,RL043,11,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W12,RL043,12,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W13,RL043,13,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W14,RL043,14,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W15,RL043,15,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W16,RL043,16,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W17,RL043,17,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W18,RL043,18,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W19,RL043,19,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W20,RL043,20,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W21,RL043,21,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W22,RL043,22,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W23,RL043,23,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W24,RL043,24,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL043W25,RL043,25,ETCH-02,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W01,RL044,1,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W02,RL044,2,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W03,RL044,3,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W04,RL044,4,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W05,RL044,5,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W06,RL044,6,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W07,RL044,7,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W08,RL044,8,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W09,RL044,9,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W10,RL044,10,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W11,RL044,11,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W12,RL044,12,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W13,RL044,13,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W14,RL044,14,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W15,RL044,15,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W16,RL044,16,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W17,RL044,17,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W18,RL044,18,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W19,RL044,19,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W20,RL044,20,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W21,RL044,21,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W22,RL044,22,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W23,RL044,23,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W24,RL044,24,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL044W25,RL044,25,ETCH-01,FURN-01,ALD-01,EPI-01,ETCH-04,PVD-01,ETCH-06
RL045W01,RL045,1,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W02,RL045,2,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W03,RL045,3,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W04,RL045,4,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W05,RL045,5,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W06,RL045,6,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W07,RL045,7,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W08,RL045,8,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W09,RL045,9,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W10,RL045,10,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W11,RL045,11,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W12,RL045,12,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W13,RL045,13,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W14,RL045,14,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W15,RL045,15,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W16,RL045,16,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W17,RL045,17,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W18,RL045,18,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W19,RL045,19,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W20,RL045,20,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W21,RL045,21,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W22,RL045,22,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W23,RL045,23,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W24,RL045,24,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL045W25,RL045,25,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-02,ETCH-06
RL046W01,RL046,1,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W02,RL046,2,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W03,RL046,3,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W04,RL046,4,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W05,RL046,5,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W06,RL046,6,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W07,RL046,7,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W08,RL046,8,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W09,RL046,9,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W10,RL046,10,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W11,RL046,11,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W12,RL046,12,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W13,RL046,13,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W14,RL046,14,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W15,RL046,15,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W16,RL046,16,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W17,RL046,17,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W18,RL046,18,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W19,RL046,19,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W20,RL046,20,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W21,RL046,21,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W22,RL046,22,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W23,RL046,23,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W24,RL046,24,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL046W25,RL046,25,ETCH-02,FURN-01,ALD-02,EPI-02,ETCH-04,PVD-01,ETCH-06
RL047W01,RL047,1,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W02,RL047,2,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W03,RL047,3,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W04,RL047,4,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W05,RL047,5,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W06,RL047,6,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W07,RL047,7,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W08,RL047,8,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W09,RL047,9,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W10,RL047,10,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W11,RL047,11,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W12,RL047,12,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W13,RL047,13,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W14,RL047,14,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W15,RL047,15,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W16,RL047,16,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W17,RL047,17,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W18,RL047,18,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W19,RL047,19,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W20,RL047,20,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W21,RL047,21,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W22,RL047,22,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W23,RL047,23,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W24,RL047,24,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL047W25,RL047,25,ETCH-01,FURN-02,ALD-02,EPI-01,ETCH-04,PVD-02,ETCH-06
RL048W01,RL048,1,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W02,RL048,2,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W03,RL048,3,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W04,RL048,4,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W05,RL048,5,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W06,RL048,6,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W07,RL048,7,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W08,RL048,8,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W09,RL048,9,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W10,RL048,10,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W11,RL048,11,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W12,RL048,12,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W13,RL048,13,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W14,RL048,14,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W15,RL048,15,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W16,RL048,16,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W17,RL048,17,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W18,RL048,18,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W19,RL048,19,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W20,RL048,20,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W21,RL048,21,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W22,RL048,22,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W23,RL048,23,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W24,RL048,24,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
RL048W25,RL048,25,ETCH-03,FURN-02,ALD-02,EPI-01,ETCH-05,PVD-01,ETCH-07
